text,true_label,predicted_label,is_correct,prob_non_hate,prob_hate
الحكومه نتاعنا لازم نخربولها مؤسساتها باه تيستعرف وتخاف لاخاطر كلش سرقوه من دراهم الشعب وبناو المؤسسات من دراهم الشعب,1,0,0,0.504514,0.495486
خلطتي فيه باصيتي يالفايحه,1,0,0,0.514337,0.485663
لكان البنك يطيني القرض عطاتو لربراب ندير العجب فالبلاد كاش مدنا عندو بالعكس,1,0,0,0.510375,0.489625
khtak,1,0,0,0.516924,0.483076
فريط اوملات ببيض 😂,0,1,0,0.497365,0.502635
sadwetch,0,1,0,0.496228,0.503772
انت صحيح الشرطه عمرها تعتقل القصر يا حيوان,1,0,0,0.524722,0.475278
رساله الى القايد صالح انت عميل فرنسا وكلب مطيع لعائله بوتفليقه وانت واحد من العصابه كن رجل فقط ونحن معك لكن بدون مسرحيات لان الشعب ذكي يعرف خبثكم,1,0,0,0.504574,0.495426
سبي نتوما كي يروح لواحد تهدرو ايا قولي ويناه لي القدس عاصمه اخراءيل,1,0,0,0.501753,0.498247
روح بول ارقد طز عليكم لوكان راكم تبكو صلاتكم هاك لوكان رانا اسياد العالم,1,0,0,0.507643,0.492357
حقيقه خو,0,1,0,0.493898,0.506102
مخي حبس مع هذو العلماء قالك قاطع شركه جزائريه روح اشري على شركه سعوديه 🤦🏻‍♂️,0,1,0,0.499074,0.500926
اسمعو ياناس ربي يهديكم ماتمنوش الحركه والقواده ربراب مذنب من الاوائل والدور للبقيه اما هو فتهمته واضحه لانقاش فيها علاه تبيع ماده اساسيه وحدك فلبلاد وعلاه مزرعتشهاش هنا ولا معدناش اراضي فلاحيه هو ووزير التجاره,1,0,0,0.505823,0.494177
الادمن الشهوه نتاعو تجيه كي يشبع سب تطياح ملا كثرولو نوعو شويه باه تجيه الضربه زينه حاليا راه يخلط في ترمتو برك 😂,1,0,0,0.503027,0.496973
اناعندي ماشينه لافي براند تكسر الباب تاعها حوست بزاف لقيتوش وين نصيبوا فضلكم,0,1,0,0.49847,0.50153
مايزكيش روحو ونتوما يا مرخس زكيوه,1,0,0,0.510623,0.489377
قستها فرر مي كي جبده لي زيكيب نكتها لتم,1,0,0,0.519105,0.480895
الحج في ثاوريرث موسى ❤,0,1,0,0.486411,0.513589
التخصص الوحيد الذي لن تجده يدرس في جامعات الدنيا هو الاخلاق قد يحمله عامل النظافه ويرسب فيه الدكتور,0,1,0,0.492028,0.507972
نظرات نزار اشبه الي دليل فرنسا ترك الشعب يعيش بسلام القايده عزوج رانا العجاءز وهذه رقصتهم والحراك هومن سقطهم ارضا وانهاء عبث العملاء والولاءلشارل ديغول 201 الثعلب ماكرو الثوره السلميه مفتاح نجاه لشعوب المتضعفه نصر الانتصاريحيا الحراك,1,0,0,0.502323,0.497677
الجيوش العربيه مجرد قطيع لاجار,1,0,0,0.50278,0.49722
مختصون اشغال الديكور والتهيءه,0,1,0,0.49553,0.50447
روح تخرى يا برميل الزبل,1,0,0,0.505838,0.494162
باغي نشري تلفاز دكي مثل ما هو معروض وكم ثمنه,0,1,0,0.49756,0.50244
ربي ياخذ فيه الحق الحرامي ربي يخلص فيه الشيطان وانت ربي يقدرك يعينك ولازمك تكوني قويه فحله الله يعطيك الصحه,1,0,0,0.533915,0.466085
ستندمون زمن القايد صالح رحمه اله,0,1,0,0.490622,0.509378
الخزي العار على ائمه السيسيبي,1,0,0,0.510889,0.489111
وفلسطين وسوريا والعراق 🙂,0,1,0,0.490389,0.509611
ان اراد الاستمرار في الحكم فعليه ان يطيع اسياده الفرنسيين والجزائر مجرد حديقه خلفيه للفرنسيين لانهم هم من يديرون خيوط اللعبه السياسيه في الجزاءراما الثبون فهو بيدق في اياديهم ليس الا,1,0,0,0.503582,0.496418
لا يوجد شيء اسمه دعاء الزلازل,0,1,0,0.496997,0.503003
انا رايي الشخصي متضامن من اسعد ربراب حتى انه ربما سرق ودار ودار على الاقل استثمر في بلادو ومخدم ناس بزااف اكثر من 180 شوف لي سرق وداهم وماانتفعش منو الشعب ربراب على الاقل مخدم ناس معاه الحريه لاسعد ربراب احب من احب وكره من كره للعلم انا لست قبايلي لكن رايي اقوله وكل واحد حر في رايو,0,1,0,0.497299,0.502701
سمن هز الصحه الجرثومه,1,0,0,0.511531,0.488469
تغسل تشلل 🙂,0,1,0,0.496479,0.503521
تحرشوش بلبنات يتحرشو بولد يا وحد الكذاب,1,0,0,0.511798,0.488202
هل هذا التطبيق يصلح لتلفاز بروند 32 سمارت وشكرا,0,1,0,0.491733,0.508267
علاش معلبكهمش هذهي الجزائر جديده اسعار جديده,0,1,0,0.498408,0.501592
mabrouk alik khoya amir autres succès inchallah,0,1,0,0.48396,0.51604
ماتزيدش ربنا حتى انت لواحد راح يطرطقله عرق في بلاد,1,0,0,0.511527,0.488473
الفقر ليس عيبا 🖕 والرزق بيد ربي صبحانو,0,1,0,0.492412,0.507588
التصعيد باضافه السبت,0,1,0,0.487263,0.512737
عبله يقراو نمي يعرفو يعذبو ولاد الشعب,1,0,0,0.515102,0.484898
روح تخرا ياخاين الحراك,1,0,0,0.516237,0.483763
هاديك رقبه عنده طبون,1,0,0,0.521847,0.478153
المشكل ان الامور من سيئ الى اسوء رجعت ازمه السيوله زيد الانترنت بالجمعه صراحه اتساءل وين راهي الدوله,1,0,0,0.507159,0.492841
ennahar nta3 nemi hadi jamais nefat ghir tbahdel fina,1,0,0,0.508578,0.491422
3lesh denya hadi ghir drahem ya mkhloin sah ki tkon rajel tkhaf reb,1,0,0,0.517028,0.482972
مره اخري المبدا يتحاسبوا كاع ولن اخسر بجايه تيزي وزو ربراب كانوا راضون واذا استقل القضاء كلمه اخري,0,1,0,0.499796,0.500204
الله يمسخكم يا غشاشين,1,0,0,0.514567,0.485433
تكذب ياكذاب,1,0,0,0.515662,0.484338
ولق وي لا شفتو صحره,1,0,0,0.507363,0.492637
le3erebe yebe9awe neocha heta leyome,1,0,0,0.505075,0.494925
الاغتصاب في مراكز الامن هاده بدايه الانهيار,0,1,0,0.485364,0.514636
حداد ربراب كونيناف استقدام الاسماء يصبح سجن الحراش اغلي باريس مانشستر سيتي,1,0,0,0.50416,0.49584
تبني السور اه,0,1,0,0.489262,0.510738
تروح تنيك مك يا ولد قحب فرت اوملات تعقل كنت تحمل شطيبوا صحاب سيما,1,0,0,0.518065,0.481935
مولوديه ناكتلك مك نيك سوه نتاع مك كي نتا كي هما تحيا شناوه 💚💗,1,0,0,0.513739,0.486261
حنا حابي نخدمو مع الشركه حنا خدمات ممكن توريلي وين روح او رقم هاتف,0,1,0,0.497078,0.502922
سقسي ترمتك مخك جاي في ترمتك تقلك 🙂,1,0,0,0.518861,0.481139
حبيبنا انت مرب نعبد ربي الي خلقني نعبد فري فاير مريض,1,0,0,0.513853,0.486147
يا ملعونه عميله عاهره الشعب فاقلك تسوايش فراك روحي ربي بنتك,1,0,0,0.515906,0.484095
بصح نسيت بلي اسراءيل لي يمد السلاح لصهاينه لي عندو ملفات تءكد يغتصب الاطفال,1,0,0,0.510432,0.489568
واعر بجيش الامبراطوريه,0,1,0,0.487542,0.512458
بنينا,0,1,0,0.480316,0.519684
wach azbi nta t3rf l9bayl dija ain jaya,1,0,0,0.509514,0.490486
😂✊,0,1,0,0.493251,0.506749
علاش كي تجي نسي عجرم تغنيلك انت حبيبي تيمقاد نص ساعه تعطيلها 4ملاير يطحاحنه,1,0,0,0.501986,0.498014
بصحتك بنينه,0,1,0,0.499822,0.500178
نيك اماتكم تظلو تهدرو وتقولو عليهم هجالات وقحاب وفيهم وفيهم ياو نديها قحبه نسترها منديهاش هجاله نار التبن,1,0,0,0.508434,0.491566
الفقراء الباءسين ثمره علاقه شرعيه وليسو لقطاء امثالك,1,0,0,0.522451,0.477549
القحبه الجزاريه تشارك بقوه,1,0,0,0.512081,0.487919
تعلم اغلب الجزاءرين دينهم العربيه الاسلام,0,1,0,0.49761,0.50239
عندما يكون تخمامك كيما نتع les enculés يعطينا هذا المنشور,1,0,0,0.50041,0.49959
مزبله التاريخ يا الجايح يا خبيث اله تستحق,1,0,0,0.519938,0.480062
ياك واذا فيك قيم الرجوله اراوح للعاصمه مع الزاوف للحراك,1,0,0,0.511394,0.488606
azul mon frère amine besahtek houcine de tizi ouzou avec vos,0,1,0,0.491951,0.508049
roh nadi af lasel ik aya3etay amis lqehba,1,0,0,0.505158,0.494842
بالتوفيق شاء اله,0,1,0,0.49788,0.50212
💚❤ سلام,0,1,0,0.49197,0.50803
ياودي راهم يقولو حتى مصر اماعيزيه يا شكب 😂,1,0,0,0.506722,0.493277
ih wach dakhalk,1,0,0,0.50592,0.49408
نتا لي راك تحكي علا لقبايل باين تحب ترضع,1,0,0,0.503865,0.496135
تستاهلها امير ديزاد اشرف من صحافه العار,1,0,0,0.510092,0.489908
ولات يخرج لنا شرذمه جديد😵,1,0,0,0.510084,0.489916
يا جماعه الخير ربراب سراق التوفيق لي طبعوه لحبس سراقين هوا حنا الزواوله رنا نتعفرو بعضنا,1,0,0,0.511706,0.488294
70 طن 63 وين راها,0,1,0,0.495894,0.504106
قلتلكم بطاطا خشينه,1,0,0,0.522346,0.477654
يبردوع هذو دراهمهم مين تعرف تحسب وفهيمي احسبنا شحال من برلماني خرجوه غير هذا العام مع وزير وشحال يدي تقاعد فالشهر وشحال تجيك وزيد منحه نهايه الخذمه لكل واحد التي تفوق 280 مليون للواحد وشوف ولا هذو خطي جزاير قاعديت نبعو غي لقلاليل بخست وجوهكم الى يوم الدين,1,0,0,0.513464,0.486536
الوزير,0,1,0,0.472906,0.527094
رشيد نكاز هو صح مهرج بصح جاي مالعالميه نورمالمو كبير على صحاب سيرك بوتفتاف ماتمسخروش بينا 😂في هاذي فقنالكم😏,1,0,0,0.504217,0.495783
مالا جيبلنا ختك تفرحنا,1,0,0,0.511561,0.488439
عليها كانو الحركى بزاف في الجزائر فرنسا تقدم امتيازات بالجمله قال صحفي معترف بها🐗,0,1,0,0.498405,0.501595
روحي تقودي خماجه عندك صوت مليح ديري بيه حاجه مليح مش تجي تغني ولاكوب ندوها بلا غناك يا خماجه,1,0,0,0.506421,0.493579
نساء الذين في سجن واش من خطا ارتكبوا سيسي اتبعوا هم من صنعوا الفيلم,0,1,0,0.483947,0.516053
اربح,0,1,0,0.485173,0.514827
مبروك بالتوفيق,0,1,0,0.491813,0.508187
الفاظ قذره يهينونهم او ما نعرف واش انتم فتانون لعبه فيها رابح او خاسر لماذا هذه الالفاظ الله يهدينا او يهديكم,1,0,0,0.516671,0.483329
يا الرب العالي هذا البهيمه اللي يقولك سندويتش فريت اوملات بالبيض يسمعولو الالاف يسموه استاذ بصح عندو الحق ماشي فريت اوملات بالبيض اللي حركاتو هو الكواغط الكاط كاط الاورو اللي بعثوهولو على ظهر الكافيه اللي يسمعولو,1,0,0,0.529216,0.470784
لي يديه جينرال الامتزيات والشركات ميزانيه فوج يا راس الحلوف يعني ناس عانت وبات برا وصرا ماصرا تخم انت الدوله الارقام لي تكتب فيهم انت دخلهم الدوله ترميسته وحده تاع فاتورات الغاز نحكوش الماء والغرامه ياو خم روحك برك,1,0,0,0.514937,0.485063
حريه انتقاد الاخرينفلكل شخص حق في حريه انتقاد الاخرين فيمكن لاي شخص ان ينتقدشخص اخر في رايه ويعارضه ولكن في حدود الادب والقانون ولايخرج عن المالوف والمعروف والادب والقانون ولا يستخدم السب ولااللعن ولا غير ذلك اي انه كما لو كان نقاشا ان لم يكن هو نقاشا بالفعلكل شخص يعرض رايه وانتقاده في حدود المسموح به حريه التنقل والسفر والحركهفلكل شخص حق الحريه في التنقل والسفر والحركه والا يقوم احدبتقيده ولا استعباده ولا حجزه في مكان ما ويمنع حريته وسفره وتنقلهوحركته فلا يجب على الشخص ان يمنع احدا من التنقل من مكان اليمكان لان لكل شخص تلك الحريه,0,1,0,0.494175,0.505825
يا بغل,1,0,0,0.502108,0.497892
امير الحراك,0,1,0,0.494777,0.505223
نتبع امير ديزاد يدك الشيخ,1,0,0,0.508097,0.491903
العمل اللذي قامو به يامول الفيديو والله لا يقدر بثمن ولا بملايير الدولارات انه عمل اغنا من الذهب والفضى ولا هو ان تعيش في امن وسلام,0,1,0,0.499456,0.500544
انت عفن السلام,1,0,0,0.508676,0.491324
ياقواد وش دخلك قاعد في الخارج وتشعل في نار الفتنه تحبو تديو البلاد للهاويه الشعب هو الخاسر الاكبر اما انت وامثالك وحتى المسؤولين كي تتخلط تجيبوها في الخارج انتم وعائلتكم,1,0,0,0.512574,0.487426
لا تدعم مافيا الحواجز المزيفه,1,0,0,0.500919,0.499081
راني خارج حبب,0,1,0,0.485537,0.514463
ياحاي لواحد مسامع بحتى واحد من هذو🤣 بصح بنتولي جيحتو,1,0,0,0.522028,0.477972
ربي يسلك بلادنا الجرمين هاذو,0,1,0,0.49941,0.50059
داءما لنفترض لنفتض انت محرض ربي يهديك الجزاءر اكبر منك,1,0,0,0.511618,0.488382
الكذاب يبقى كذاب والخساد يبقى حساد,1,0,0,0.517058,0.482942
جماعه تافه ابب ه✌🐸 طعطي سبي مصطلحات تقلب الزب,1,0,0,0.502606,0.497394
متروحش تنيك مك انتا وجه الرخص ينعل طيز مك,1,0,0,0.50137,0.49863
وجوه البخص نسكن سيدي عمار نقولم راكم اخمج بلديه تخدمو بمزيتكم تكبرو الناس,1,0,0,0.516324,0.483676
الى الامام تحيا الاحرار,0,1,0,0.4979,0.5021
تسمي ماتقوليهاش وكي تلقاي بيهم تقوليهالهم ها ادي خلي فيلم عبله الجديد,0,1,0,0.490444,0.509556
فريت اوملات بجدك الحلوف خير يا لكافي,1,0,0,0.503787,0.496213
روح تقود يا ماتام الفكرون انت تاع نميمه حاب تشحم كيما السابقين روح قود التجاره ديالك خيرلك يا بوترمه,1,0,0,0.524367,0.475633
العصابه مشي ربراب العصابه السعيد سلال طيب لوح دحموت سوفاك شكيبخليل,1,0,0,0.501425,0.498575
تحيا ربراب وملال وكامل القبائل الرجال,0,1,0,0.497696,0.502304
حبيت نشري وخده لامي مي امي متعرفش نتاع ديجيتال,0,1,0,0.492048,0.507952
الله لا تربحكم يا رهوط البق,1,0,0,0.532532,0.467468
🖕لاي ابوناهم,0,1,0,0.493795,0.506205
ربي يخليك,0,1,0,0.497261,0.502739
العالم بحاجه الى مؤمنين يذكرون الله يعملون الصالحات ليس اغنياء يا راس المربع,1,0,0,0.516757,0.483243
يبدا برنامج دراسه,0,1,0,0.488588,0.511412
tooz ou retooz هاو تيزي وزو ما شي انتاع وجهاك ورينا lvideo نتاع تخمارت ديالك يا تلعبها سكيمي وعلاش تتركز على tizi ناس tizi ميتكلموش لغتك فقو وفقوكل واحد عوم بحرو او زعما تتكلم على معطوب لوناس tooz كان في بالك بلي معطوب قال انا قطعت النكوه نتاع محمد الحل هو انقسمو لبلاد على خطر est une incompatibilité totaleam janjar tit,1,0,0,0.502202,0.497798
😂 قاسح قاسح,0,1,0,0.486965,0.513035
واش دخل البالون يا الكعبه الكبير حبيت تقولنا نتا ما تحبش 16 ملخر,1,0,0,0.517265,0.482735
رايح تىجعها نقوسه كامل يا عطاي,1,0,0,0.507255,0.492745
يا لطيف اشاهد الخلق اتقزمن كلامه نباح الكلاب,1,0,0,0.511573,0.488427
ربي يستر البلاد والعباد,0,1,0,0.491514,0.508486
هدا باين دارولو صبع هنا فدزاير باش راه يهدر عليهم,1,0,0,0.506728,0.493272
روح دير لاسياست خير والله ماتحلموا بالراسه ياعصابه بوتسريقه,1,0,0,0.522103,0.477897
نقوشه خلاو دينهم وتبعوا ليهود,1,0,0,0.510671,0.489329
اقعدو تاكلو فبعضكم كالكلاب هوما حاشينهلكم كي المغاربه كي الجزاءرين,1,0,0,0.524055,0.475945
رحت نشري قرعه خل حضني مول الحانوت وقالي هاي عندي وبلغ السلام لخاوه حسيت روحي لابوانت اله يرحموا,1,0,0,0.505619,0.494381
بتاكيد هو عربي,0,1,0,0.499536,0.500464
ونحن نقول بالتوفيق والمزيد من التاءلق,0,1,0,0.494982,0.505018
على حسابك مالا افضل الخلق صلى الله عليه وسلم كي عاش فقير معنتها بلي ما عاشش فع معنتها بلي كل فقراء العالم لا يستحقون الحياه روح وسمك روح 😤,1,0,0,0.521271,0.478729
اه خطونا,1,0,0,0.505766,0.494234
bditou fl 3onsoriya wl fitena,1,0,0,0.52563,0.47437
ولو كنت قولك حسني الفاضك لوسخ ولاترجلي فتكوني الملعونين,1,0,0,0.520192,0.479808
ازولخويا,0,1,0,0.497697,0.502303
لقبايل رجاله عليكم تحيا القبايل,1,0,0,0.521158,0.478842
هذه في خاطر بوصبع والباديسي النوفمبري,1,0,0,0.502938,0.497062
العاهره كون جات بنادم تفو,1,0,0,0.51641,0.48359
انا نتبعو ونحبو وافتخر يا عاهره الجنرالات,1,0,0,0.507971,0.492029
امير ديزاد انت راك عايش بومقلش وزبي بلاد اليهود وجاي تمنيك بالشعب روح تعطي تراميك,1,0,0,0.513126,0.486874
والماء يروح,0,1,0,0.491895,0.508105
حكمتهم خريه😐😰😫,1,0,0,0.512681,0.487319
الهاتف يرن يرد,0,1,0,0.497224,0.502776
وايضا العالم بحاجه لاانانيش لي باباه مضمنلو المستقبل,1,0,0,0.511384,0.488616
راهم جابو خبرك يا لي كنت تعطي كي كنت صغير كان ينيك فيك براهيم الشواي لي كان حال قدام سانتفي نتاع تيارت,1,0,0,0.529712,0.470288
ايادي اجنبيه سب رفع الاسعار يا بوصبع لزرق,1,0,0,0.515391,0.484609
الوعي السياسي عندك زيرو ينمي,1,0,0,0.509691,0.490309
رد ديبلوماسي رجل بقلب ابيض كبنفليس بدا بنقد شتم لانه فاشل رجل فاشل الرءاسيات رشح,1,0,0,0.50822,0.49178
داريخلص ربراب اخر,0,1,0,0.497293,0.502707
صحفي تاع خرطي قالك ناس تدي هدره وهوما تتفرج دقيقه برك تلقى تمنشير داير حاله لا تحليل لا شكوبي وزيد يرد يحيس الله وجوه الرخص,1,0,0,0.505827,0.494173
وين فقتوا خطوه جيده الاحترافيه التواصل العملاء,0,1,0,0.491904,0.508096
ياودي قسم معايا دراهم رانا مزلطا,0,1,0,0.498708,0.501292
مكاش مكعب قدك قاعد تعس فطزيمات الناس روح استرجل روحك نضرب الفراك مدخلهاش لداركم عسان الناس يتناك بحياتو اخي,1,0,0,0.519288,0.480712
شاءاله ربي يشفي مرض شفيت منو,0,1,0,0.499868,0.500132
جليل باليرمو 🤣,0,1,0,0.493844,0.506156
ياو فاقو بيك ينعل والديك يا المخروق امير النقش اخطو زبنا خلونا نعيشو في سلام اخطونا نيك اماتكم احنا راضيين بحاكمنا اخطينا ياولد القحبه,1,0,0,0.51308,0.48692
يحبو حتشون ختك قهوي,1,0,0,0.521586,0.478414
روحو شوفو الميز تع داير لخرا,1,0,0,0.509316,0.490684
فريت اوملات بالبيض 🙈,0,1,0,0.49179,0.50821
الرئيس اللي حرر فلسطين,0,1,0,0.494141,0.505859
متضحكوش عليه دار عمليه الطبه نحاولو مخو ودارو ترمتو في بلاصتو,1,0,0,0.516186,0.483814
شوفيه ليهم اظن تبونهم ايكون رجليك,1,0,0,0.512492,0.487508
طرول قاعد كي سوه ختك,1,0,0,0.520903,0.479097
نعم نفتخر بي جيشنا الجزائري,0,1,0,0.498499,0.501501
على كيف امك,1,0,0,0.502185,0.497815
روحو تقودو نتوم كنتو تلعبو عره تاع احتراف روحو تقودو زعما كانو يلعبو ابطوله تاع انكليز,1,0,0,0.502492,0.497508
بن صالح مغربي شكيب خليل امريكي حداد بريطاني ربراب فرنسي كونيناف سويسري,0,1,0,0.491673,0.508327
مزالت دالتك انت تشبع قرنبى,1,0,0,0.511864,0.488136
وايدكم فييه 🖕😂,1,0,0,0.505711,0.494289
تكسر زجاج باب غسالتي يمكني اجد قطع الغيار ولايه تلمسان,0,1,0,0.499406,0.500594
واله يقول بو صبع مبردع يفقه السياسه شيء الاعداء يتكالبون الجزاءر سمها شءت الايادي الدخليه والخارجيه وانتم تعينون الاعداء تحسبون انكم تحسنون صنعا ربي يفقهكم سياسه بلدكم,1,0,0,0.51183,0.488169
انت يليق يغتصبوك باه متكذبش لعنه الله عليك,1,0,0,0.521276,0.478724
متضامن معهمعنا بدونهم سنواصل النضال وسيبقي الحراك والنضال مستمرحتي تحقيق الدوله الديموقراطيه وحره,0,1,0,0.499971,0.500029
الاغنيه,0,1,0,0.495101,0.504899
غاليتهم موالون لفرنسا بني كلبون,1,0,0,0.501924,0.498076
ضحيه ربراب تكلم بانه صافي,0,1,0,0.498491,0.501509
لماذا كندور تطلق تحديثات لاندرويد,0,1,0,0.498232,0.501768
حماره بغله يقره,1,0,0,0.505826,0.494174
يقحببه وشنو هاذي,1,0,0,0.5075,0.4925
المهم لزم تكون 106,1,0,0,0.510343,0.489657
مش مهم منين زاد ولد الجزاءر عدو لدود لعصابه ولي انت منهم,1,0,0,0.508618,0.491382
هاذوك الباديسيون النوفمبريين اللي كانو يقولو راح يبدلو الفرنسيه بالانجليزيه وين راهم هاذوك لي قالو راح يفتحوا استراد السيارات الاوروبيه اين انتم لي قالو الاورو هبط لانه عمله فرنسا اين انتم قلنالكم البلاد متمشيش بالشعارات الخطابات البلاد تمشي بالقوانين بالتخطيط المحكم البلد تمشي بالمنطق بالدراسات بالمخططات بالنظام البلد تمشي بالشفافيه البلاد تمشي ببرلمان حقيقي يمثل الشعب البلد تمشي بوضع الرجل المناسب في المكان المناسب مشي فوضى المشكله انهم نفسهم يصدقون شعار المنجل تبا لكم متى تستيقظون ايها اللحاسين المبردعين الحراك مستمر,1,0,0,0.508719,0.491281
جد متعاطف معا القباءل حقروهم حبسولهم ولد قدور وايحي وربراب وطحكوت وحداد ومزال الخير لقدام,0,1,0,0.498116,0.501884
نيكماتكم كيف تجراتم,1,0,0,0.507684,0.492316
chouf chouf 🤣,0,1,0,0.499241,0.500759
نيتك يا سبي ينكح القاصرات ويتاجر بيهم قاع يا لخراي لي دار القدس عاصمه الكيان الاسراءيلي يا لخراي,1,0,0,0.505761,0.494239
reh chef li,1,0,0,0.517206,0.482794
مزبله التاريخ ربراب يايده والمتضامنين سراقين البلاد,1,0,0,0.514611,0.485389
ربي يجازيك يا استاذ يفرحك يرحم يماك يطول عمر الاب انشاء اله دعوه مانشوف الدرس شكرا,1,0,0,0.517479,0.482521
دليل انك متخافش على جزايريين شرق كامل وبعض ولايات الوسط زلزله انت تقولي تبونن,1,0,0,0.502059,0.497941
هدو مرخص مزوج بيكم ربراب القنون الجميع,1,0,0,0.505421,0.494579
كلشي مبروك وعقابهم جيسكوبو,1,0,0,0.50479,0.49521
متعاطف معا ربراب سراق ميزان تاع سكر,1,0,0,0.51605,0.48395
كاش امارات كاش تطبيع خويا الخليجي 😂,0,1,0,0.488819,0.511181
اغلب الاغنياء ولدو وهم فقراء الشيء الميز فيهم انهم عندهم العزيمه عندهم المخ الحاجه لي تفتاقر ليها يا ادمن الصفحه,1,0,0,0.515376,0.484624
وجه الخريه,1,0,0,0.504398,0.495602
شواكركم راهم براءه وانت عس فلقبايل يارخيس حنا رجال عليك ياالطحان يابوصبع,1,0,0,0.50608,0.49392
لمراه حقوق فجر الاسلام الجزاءرين هضم حقهم تسيد الارباب واصبح الزيت حديث العام والخا,0,1,0,0.497544,0.502456
page ki zab,1,0,0,0.501605,0.498395
بصراحه صدمتني جيزي حيت عبيت اربعين دينار انتارنت اكتفيت لكن بقيت يوم واحد وانتم حاطين عرض شهر ممكن تفسير دالك,0,1,0,0.497073,0.502927
نشجع مولوديه برك,0,1,0,0.48746,0.51254
ارخس رجل وجه ارض,1,0,0,0.500091,0.499909
مقستهاش,0,1,0,0.498296,0.501704
صحافه العار ماعندناش صحافه الجزاءر حنا عندنا لحاسين الصباط وعبادين المال,1,0,0,0.507825,0.492175
نتا يماك تخدم عطايه تهدر,1,0,0,0.500132,0.499868
lewel elle avait raiso,0,1,0,0.479979,0.520021
راه برلمان الحفافات صادق سما خارجين جارجين,0,1,0,0.494171,0.505829
المبلغ هادا غير الى حكمو عند حداد صرف رقيق يا ارهابي,1,0,0,0.509183,0.490817
شنو هاذا يا خري,1,0,0,0.50853,0.49147
تاكدوا ان صاحب الصفحه لا يتقن اللغات الاجنبيه مجرد ناس عقولهم فارغه يضحكون على ناس فاقتهم مستوى في اشياء كذلك الناس التي تضحك ارونا شطارتكم في اللغات 👌 او اغلقوا افواهكم,1,0,0,0.51577,0.48423
يخلو شعب يجري مور هاد الامور تاع المعيشه والانقضاض الخيرات ودعم الغرب الكافر واعطاءه الولاء المطلق عليهم لعنه اله ترا,1,0,0,0.512156,0.487844
تحيت لعباده 🤣,0,1,0,0.495617,0.504383
ادمين باين هدمي متوصلهمش لاكوست لاريني,1,0,0,0.506764,0.493236
طحان ويحب الرخس وعمرك نتا فوته فوتبال,1,0,0,0.500562,0.499438
roh tal3ab kbayal rajala,1,0,0,0.521747,0.478253
طر طر الهى في روحك الجزائر راهي بعيده عليك,1,0,0,0.512277,0.487723
المهم تنساش اضرب فريت اوملات بالبيض والبطاطا مقليه,0,1,0,0.499535,0.500465
بزقولك عمود الصيره فمك والا ظهرك,1,0,0,0.515817,0.484183
نشاله تبان الحقيقه ربراب رجل اعمال ناجح يستثمر الشباب وطنه,0,1,0,0.496956,0.503044
بكل توفيق لي مجمع سفتال,0,1,0,0.497606,0.502394
ribondi 3alya brv omlyy😉,0,1,0,0.499041,0.500959
وانت كلاتك,1,0,0,0.51587,0.48413
مرحب طبعا,0,1,0,0.499249,0.500751
انا تقني سامي في التبريد التكييف,0,1,0,0.499291,0.500709
ياودي بوداوي يدو في زبي صافا هك,1,0,0,0.510449,0.489551
اليله الزلزال يخرج الجزاءرين ليلا منازلهم خروج الفلاحين المغاربه ضيعاتهم بمنطقه العرجه ذنوب المغاربه واعرين,0,1,0,0.486834,0.513166
الفاهم يفهم,0,1,0,0.490744,0.509256
اظن خاوتنا القباءل اظن البعض منهم يجب عليهم مسانده ربراب لانه اويحيا طحكوت معزوز حداد رجل اعمال بدايته بنك اموال الجزاءرين لذي يجب عليهم انتظار قرار المحكمه تعطينا النتيجه فاذا رجل فاسد فسيحاسب,1,0,0,0.512613,0.487387
ماقصتهاش🤦,0,1,0,0.493251,0.506749
بدل نظاراتك يا سي زهير,0,1,0,0.497141,0.502859
الذبابه الالكترونيه مازلت تبث سمومها نريد ينظف المستنقعات لاتبقي تبيض ومازلت كذبك اله يهديك بشربك كاسهم,1,0,0,0.504312,0.495688
ya zebi ntta jitt so3odia waqil la matrfoch winn troho parce que marftoch mnin jito,1,0,0,0.500577,0.499423
الصغير بوهران يخدم مليح,0,1,0,0.499407,0.500593
المهم ناجح ويدخل الصوارد وانت اقعد اضحك كي الب,1,0,0,0.507346,0.492654
تو هوفي تصريح ماختصبونيش وانت اتقول راهم اغتصوبه يرحم باباك احترم عقولنا,1,0,0,0.519524,0.480476
قولي قريب باش ندير حسابي شكرا اخي فضلك,0,1,0,0.491407,0.508594
هدا يتكلم الشر تدي حياتك كمال تسمع الشر خاطر وجه شر والعياد بي اله هده الاشكال,1,0,0,0.513293,0.486707
انت لي تهدر عليهم مخناتين انت امير المزاه الارهابي عميل خاين كلاب المخزان والعربي زيتوط الارهابي عميل خاين اسكرجي الدجال الشيطان قيو خلصت عليكم ارجعتو ديرو فلام المخناين,1,0,0,0.507852,0.492148
تبدل,0,1,0,0.48529,0.51471
ان شاء الله تقومو بتلبيه الطلب,1,0,0,0.519547,0.480453
niklekk yemaak ya wlid 9ehba 😂,1,0,0,0.51569,0.48431
rouh chof akhteuk balak rahi m3a zaki khir matass chwakreuk lakbayil fdp,1,0,0,0.508734,0.491266
لفاندوفسكي برجلو مركا دقايق وهادو دقيقه مركاوش,0,1,0,0.495406,0.504594
ملخر,1,0,0,0.502596,0.497404
